SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,AvgMonthlyCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,-0.791320501614164,-0.4935610235167579,-0.7481879571842651,0,-0.561162872446036,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-0.6690886177852331,-1.5240147679735105,-0.8631834699626608,0,-1.306344597908293,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.0421577558197987,1.181757322309704,1.4990665744239262,0,1.2194034023218006,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False
0,0.6754621043330061,1.2931128075977727,1.2145888969272465,1,1.3647931000554632,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.3023929662984406,1.3529456056630036,0.17768805707524432,0,1.4494677412175863,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,1.4903413298592119,1.6105590417771916,2.475877681529266,0,1.7601048137888358,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0.797693988161937,-1.4675060142452372,-0.5560508161330804,0,-1.3038074550370056,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.5718292524118322,1.3928341377064908,2.2495926306793175,0,1.4239578259152597,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,-0.9135523854430948,-0.3190486958265014,-0.7742621363716935,1,-0.3621903214534702,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False
0,-0.46536881140368175,0.8393807556031058,-0.18547540482207542,0,0.8388168920568211,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False
1,-1.2802480369298874,-0.8359375902233565,-0.9898704505662146,1,-1.286632179979656,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.8320644628904743,-1.495760391109374,-0.9181333687409043,0,-1.4264876513962386,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,-1.2802480369298874,-1.4841262359300234,-0.9984736061356706,1,-1.6061757762311537,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,1.0421577558197987,-0.16281861198951006,0.5390426503656527,0,0.010664827018438374,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
0,0.6754621043330061,-0.17279074500038175,0.3030955940300073,0,0.010583725992706048,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,-0.09867315991688919,-0.3157246514895444,-0.33208199947490835,0,-0.31819571097625465,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0.5939741817803856,1.1485168789401314,1.0879019163236925,1,1.3062797515264868,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2802480369298874,-1.150059780065818,-0.9940396721114126,1,-1.4414879227784587,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.6125732136881425,0.8460288442770204,1.802757966025724,0,0.9232244804474997,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.6283446565089229,-0.0032644838155611237,-0.5251015154562937,1,0.053903277229262046,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1,1.5718292524118322,1.0487955488314133,1.9781299834030968,0,1.1438792293717461,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,-1.2395040756535771,1.0205411719672768,-0.9272218305219706,0,0.048076841286215054,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,-0.22090504374582004,0.044934159070319335,-0.18037968960016687,0,0.257652961831382,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,-1.6053564336766626,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
1,-1.2802480369298874,-0.6497911073537496,-0.9873998007616529,0,-1.194865813876662,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.6125732136881425,1.1667991227933967,2.1919956071104716,0,1.3193148742555554,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,-1.1172721918246462,0.1629377330323022,-0.8675512258671538,1,-0.20537312223634063,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.5532302205040753,0.3324639942171226,0.5581019488579861,0,0.5379042263093781,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
0,0.06430268518835193,1.3811999825271402,0.5585210769498313,1,1.3871166731972528,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.8728084241667845,1.0986562138857725,-0.5196749096355598,1,1.0826333734235427,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-0.9135523854430948,-0.5068572008645872,-0.7974906564092247,0,-0.5190571777951146,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,1.5310852911355222,0.14631751134751586,1.142256212024051,0,0.3127129463508356,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
0,-0.6283446565089229,-1.4641819699082799,-0.8228368762792375,0,-1.1748374403224369,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.24587756220135,0.5003282332334644,1.1374472686544572,0,0.553124712765445,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
0,-0.791320501614164,0.3790006149345245,-0.5743600959347432,0,0.36118274603814027,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,0.6754621043330061,0.6548962949019775,0.7162235363499369,0,0.6243696204130185,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-1.2395040756535771,-0.5168293338754589,-0.9645683494427119,0,-0.8766877885493158,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.2395040756535771,0.526920587929123,-0.9437663604632323,1,-0.36159443595929475,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.797693988161937,0.4970041888965074,0.8534769567426433,0,0.6717974960691334,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
0,1.4903413298592119,-0.021546727668825993,0.8694920617257846,0,0.055380694914820755,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
1,0.4309983366751445,0.8460288442770204,0.6862448480963709,0,0.9229484752656942,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.7098325790615434,1.1402067680977384,-0.3780537333383605,1,0.9854047236239416,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
1,-0.3023929662984406,0.15628964435838757,-0.23411632284938455,0,0.27289183296848185,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
1,-0.9950403079957154,0.526920587929123,-0.727959511909416,1,0.3698053510163551,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1.1236456783724194,0.33412601638560113,0.9587222265423222,0,0.45790930067359187,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1,-0.5876006952326126,1.0188791497987983,-0.23416044159589464,1,1.0866582140420946,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.24587756220135,1.1584890119510036,1.7770587961836308,0,1.2955258804987921,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
1,1.368109446030281,1.451004913603243,2.114633385105133,0,1.5250946581731604,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,0.06430268518835193,-1.3245721077560746,-0.6128095835182352,0,-1.0989559154266701,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.6125732136881425,1.419426492402149,2.457590461100858,0,1.5895856785314975,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,0.5939741817803856,1.1867433888151402,1.0693499834162248,0,1.2775686228461978,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1.1236456783724194,0.8343946890976701,1.3974169824648146,0,0.9921475098920476,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1.6125732136881425,-0.7544985039679034,0.2994337380696746,0,-0.6065666358815004,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.5876006952326126,-0.3456410505221597,-0.5851030107099358,0,-0.2854387016839718,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,-0.9542963467194051,0.9839766842607471,-0.6291555791002016,1,0.8731547936586715,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,-1.1987601143772668,0.3490842159019089,-0.8996696733264564,0,0.06364434982154424,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,0.5939741817803856,0.4687498120323708,0.6031251296714726,0,0.5560350857975432,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,-0.05792919864057891,0.4787219450432425,0.09436980429105073,0,0.621206958152683,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0.7162060656093164,-1.4841262359300234,-0.5966621222955638,0,-1.3381543676708856,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-0.9135523854430948,0.5003282332334644,-0.6158758364006823,0,0.7074241405911701,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2802480369298874,-0.5234774225493735,-0.9857232883942716,0,-1.1325957797353445,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.797693988161937,-1.4758161250876303,-0.5261824247457894,0,-1.2619436882905586,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,1.2866215234776603,1.5557123102173966,2.124626281189655,0,1.643021663128503,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,1.2051336009250397,-1.3478404181147754,-0.3788478707755411,0,-1.1952689824352212,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-1.1987601143772668,-0.009912572489475751,-0.929096877248647,0,-0.4828571340239658,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1,0.9606698332671781,1.5191478225108668,1.7013069084259078,0,1.5937018853950111,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,0.5532302205040753,-0.30409049631019386,0.17892338197752508,0,-0.061401270250032135,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
0,-0.9950403079957154,-0.3373309396797665,-0.7946008785128177,0,-0.18024661723194915,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-0.09867315991688919,0.33080197204864403,-0.07588443849115852,0,0.29572973598237157,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.512486259227765,-1.2929936865549807,-0.47061486351640547,0,-1.069577650218187,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,-1.2802480369298874,0.48370801154867815,-0.9723553082017324,1,-0.6360741917137865,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,-0.8728084241667845,-0.47361675749501453,-0.757938200162982,0,-0.392319781752708,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
0,-1.0357842692720256,0.3440981493964733,-0.7881374821490981,1,0.09928575094190355,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0,0.3902543753988342,1.2964368519347298,0.9018752216641471,0,1.3619593180856047,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0.6754621043330061,-1.4841262359300234,-0.5779337144020558,0,-1.2983651653599675,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-0.9542963467194051,1.1468548567716528,-0.6020225499965326,0,1.0747130620634626,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
0,0.10504664646466222,-0.08802761440797156,-0.029934764000961456,0,0.08053191025022019,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,0.6347181430566958,-1.4675060142452372,-0.5410283829464149,0,-1.2293952501016405,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0.5532302205040753,-1.4907743246039378,-0.5983386346629451,0,-1.2898921173773117,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0,-0.13941712119319946,-1.0320562061038352,-0.5620950844049546,0,-0.8338088615309526,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0,-0.09867315991688919,0.5734572086465244,0.1265764892433733,0,0.7808862498609893,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1,-1.2802480369298874,0.32913994988016554,-0.9744068299144488,0,-0.7122730492814513,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0,1.368109446030281,0.6382760732171912,1.5136919388920012,0,0.8588101844584034,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0,1.3273654847539706,1.5374300663641316,2.128155780910457,0,1.5927610135621029,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,1.6125732136881425,1.2000395661629695,2.283475827999021,0,1.4124056570904666,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,-0.8320644628904743,0.47041183420084937,-0.59822833779667,1,0.4015286140235719,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.5718292524118322,0.06820246942901982,1.0877033819643973,0,0.2251913901486903,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0,-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,1,-1.3144898268323508,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.797693988161937,-1.4558718590658866,-0.5188807721983792,0,-1.2517096360061615,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,-0.3023929662984406,1.1202625020759949,0.10200234743728616,1,1.2332243331823023,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-1.2802480369298874,-1.4824642137615447,-0.9984515467624158,0,-1.6053564336766626,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.2802480369298874,-1.5073945462887242,-0.998782437361241,0,-1.617646571994028,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
0,0.22727853029359305,1.0039209502824906,0.5833819906082337,0,1.0935999583836529,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
1,1.368109446030281,-0.6398189743428778,0.3282212201674698,0,-0.45556202086539943,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,1.4495973685829016,1.5025276008260804,2.3508892726663486,1,1.679114753093005,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-1.1172721918246462,-1.346178395946297,-0.963156549554391,0,-1.3890499992910335,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1.6125732136881425,1.3080710071140806,2.214650583443373,0,1.3423687044873989,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.01718523736426863,-1.1517218022342968,-0.5980959815571398,0,-1.0150821945715263,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.4309983366751445,0.9823146620922681,0.7226648733404015,0,0.9844364096959066,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,1.6125732136881425,-1.509056568457203,-0.4059147217594451,0,-1.3243331613568523,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,0.9199258719908678,1.0620917261792426,1.303973477356569,1,1.1296675376825387,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.797693988161937,-0.2276374765601766,0.3348390321439745,0,-0.05512940199269158,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,0.4309983366751445,0.8925654649944222,0.7371358221956916,0,1.008867714957093,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
1,0.18653456901728277,0.3889727479453962,0.25802829447001063,1,0.5373105929020369,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.2866215234776603,-0.33899296184824507,0.5030417532134674,0,-0.21020514242949256,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
0,-1.1987601143772668,0.8327326669291911,-0.897772567226525,0,0.09887607966465818,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,0.1457906077409725,-1.1218054032016815,-0.5104320322417084,0,-0.9386773270413483,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,-0.9135523854430948,1.178433277972747,-0.5376532988383974,1,1.2356766311775622,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,0.3495104141225239,-1.4675060142452372,-0.6389058220789184,0,-1.284681364373725,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.22090504374582004,0.6781646052606785,-0.05810458364761617,0,0.582054088941648,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
0,0.9606698332671781,1.1634750784564392,1.4259838708300596,0,1.2348873442510664,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,-1.076528230548336,-1.4658439920767583,-0.957619646867382,0,-1.4084801227261061,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-1.1987601143772668,0.3191678168692938,-0.9060889509436658,1,-0.05556999185689898,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.0357842692720256,-0.46863069098957844,-0.8527935051595485,0,-0.501087505861391,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.1580161531009565,-1.4608579255713225,-0.9796128420026324,0,-1.5240776522711537,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,0.02355872391204165,0.802816267896576,0.32839769515350997,0,0.9820791567851248,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
1,-0.22090504374582004,0.44049543516823375,-0.06520770183573112,1,0.5632092101883545,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1.6125732136881425,-1.3711087284734764,-0.24677840309776344,0,-1.1623951562034767,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-1.2802480369298874,-1.4974224132778524,-0.9986500811217108,0,-1.612730516667082,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,1.5718292524118322,-0.2774981416145356,0.7509229304800763,0,-0.1222781315017096,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,-0.791320501614164,0.703094937787858,-0.4710339916082507,0,0.9094399639289887,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-0.3023929662984406,-0.20603118836995443,-0.3444131891244619,1,-0.04223991875883354,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
0,1.4088534073065913,-0.47361675749501453,0.43095172141607685,0,-0.3651127892815212,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,-1.2802480369298874,-0.9755474523755615,-0.991723437919636,1,-1.3554569545569017,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,1,-1.04874972499243,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0.4309983366751445,-1.2996417752288951,-0.48314458752525424,0,-1.0513318954671897,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,-0.38388088885106114,0.3391120828910372,-0.22271162687654159,0,0.4922970629127629,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1.2866215234776603,-1.4824642137615447,-0.44363625002552154,0,-1.2921154724597113,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,1.0014137945434884,-1.5024084797832884,-0.4909315462842747,0,-1.2749353586845085,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
1,-1.2802480369298874,0.18786806555948168,-0.9762818766411252,1,-0.781917166413188,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1.6125732136881425,0.7728998688639604,1.8275527015643613,0,0.9484557415775792,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0,-0.9950403079957154,0.21113637591818266,-0.7586882188536525,1,0.1161733113705795,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
