avatarThumbnail;cid;createTime;createTimeISO;diggCount;input;likedByAuthor;pinnedByAuthor;repliesToId;replyCommentTotal;submittedVideoUrl;text;uid;uniqueId;videoWebUrl
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8e2de0f20627da2d6c99f8938bfb7f6e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd27ca3a&x-expires=1746770400&x-signature=A4OFo73O2qCTMdXjvWdOC70M8ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49978E+18;1746178854;2025-05-02T09:40:54.000Z;3191;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;44;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Ga semuanya kebijakan pak ojol gagal, contoh nya pmm..banyak yg gamonin;6,9258E+18;aftersuss;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/84ebea0cc1f07f4055d4fba45c8a944a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d30438c&x-expires=1746770400&x-signature=B1x9bH0qXkjb2rYjaTxoLmACWX4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49984E+18;1746192580;2025-05-02T13:29:40.000Z;2381;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;18;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;program sebagus ini dihapuss💔;7,37691E+18;ymlen1927;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c4f67d7427a2057410480f7c696fad37~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cacca5e4&x-expires=1746770400&x-signature=dp5%2Fxv6f8MKxFCzfwBHtoyAnbas%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49982E+18;1746188309;2025-05-02T12:18:29.000Z;2153;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;31;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Ngincar dari SMA, ternyata di semester 4 PMM malah di hapus🙃💔💔💔💔;6,96835E+18;mengglll;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f6f1cf431cbbc88c38934f422aefbe9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=44e972bd&x-expires=1746770400&x-signature=jk6fSFQF%2FEqaiqrgx2AElKJ5Ujk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49992E+18;1746211745;2025-05-02T18:49:05.000Z;185;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;2;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;"terbukti kata-kata ""Bertukar sementara, bermakna selamanya""";7,42566E+18;ceri.ta...a;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0743d85ed63fd5b5d72cc038cb81ecf9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3edaa102&x-expires=1746770400&x-signature=rcHPLKeH6gyQEPCIb4oIVSf19DA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49981E+18;1746184870;2025-05-02T11:21:10.000Z;604;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;8;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;pdhl pgn bgt ikut pmm, dri sebelum kuliah udah tertarikkk;6,95796E+18;iwishicanbehim;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/edfdeb863c7b9c827fddb380bcabaaaf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cb939459&x-expires=1746770400&x-signature=9lapz4MmCdJxrjtmtz0t9S9%2BcLE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49984E+18;1746193487;2025-05-02T13:44:47.000Z;1349;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;TRUE;FALSE;;53;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;"padhl ak udh blg ke diri sendiri ""gpp g kuliah di jawa nnti ak mw ikut pmm ke jawa""😿";7,00933E+18;najwasryya;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/af9b6c0e786bf230076039b6a5325eff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=688cb08e&x-expires=1746770400&x-signature=mXITmgtfJLdWxx%2BJP6EF3O37kZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49981E+18;1746184990;2025-05-02T11:23:10.000Z;1332;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;26;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Kampus Mengajar pun tak ada we😭;7,48837E+18;jjjjuju_;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d3213683957f06d058a9672b6f7f9a24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b183c4f8&x-expires=1746770400&x-signature=RE8vybcJLazy0%2Fs84nEvX6tIyzk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49985E+18;1746195262;2025-05-02T14:14:22.000Z;142;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;3;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;pak Nadiem emang benar benar ngerti mahasiswa, thanks buat program nya yg mantul abisss pak, tapi efek nya gua jadi gamon terus 😭;7,43459E+18;open.bray;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/30a12e257841cb7875aed03c9fa7a5ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c4c69a97&x-expires=1746770400&x-signature=wUC4WSGeAENey6VwrcEE5BOmGu4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49981E+18;1746185538;2025-05-02T11:32:18.000Z;56;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;0;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;hilang sudah harapan ku sejak maba☹️;7,07057E+18;sttrangersrs;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b2804a820744b4340e634afa561b64d1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad7c29b0&x-expires=1746770400&x-signature=7pURlwYpNFr1n5rcjGmD3BMBa2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49989E+18;1746204979;2025-05-02T16:56:19.000Z;35;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;1;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Proud to be a part of pmm4. Tetapi sayang sekali, program sebagus ini tidak di lanjutkan🥺mahasiswa/i mengharapkan PMM sebagai jalur untuk bisa keluar daerah belajar dan bertukar budaya.. huhhh:(((;6,80977E+18;xp3ns1ve;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/ca2ce7fbeaa9d886e1d3accf7ccbfb5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=93458298&x-expires=1746770400&x-signature=8uu07BOnOtYvl%2BW6DVgzixNslyU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49984E+18;1746192427;2025-05-02T13:27:07.000Z;115;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;4;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;pengen rasain ikut PMM malah di hpus😭💔;7,19627E+18;ntah_lah789;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/31457a3d1f108c49a639bcb85cd1dabd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d62595ec&x-expires=1746770400&x-signature=AeyLS4R8riB5p907yCrB3Z9oAFg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49986E+18;1746196628;2025-05-02T14:37:08.000Z;50;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;1;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;angkatan 2023 udah persiapan buat ikut program pmm tapi ternyata dihapus💔;7,32988E+18;glimpseofmatcha_;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e8e59882e1edbd37f2a21300357531b8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=74467d15&x-expires=1746770400&x-signature=S7GDh9zoj9j9%2FXmmhaAoT4wSpDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49982E+18;1746187362;2025-05-02T12:02:42.000Z;94;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;2;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Yahhhhh😭 pdhl berharap bangetttt dari jaman SMA udh cari tau tentang PMM sekali sudah semester 2 mau nyoba ntr disemester 3 udah dihapus aja😭;7,2519E+18;nonyelmia;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/73d27bd53f3c7add28e0e2eb2c14c625~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7fd0d2a4&x-expires=1746770400&x-signature=nDdP6Z1NgBRvIT%2FQw%2FIbcvOD2DY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49983E+18;1746189916;2025-05-02T12:45:16.000Z;74;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;1;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;bagi beberapa orang program nadiem nyusahin, bagi gua program nya terbaik bagi mahasiswa, kirain sosialisasi program tadi ada gebrakan baru;6,8835E+18;anon_357;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e94f5a28b6e3682811830f46e5037cf1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50218fea&x-expires=1746770400&x-signature=gUwZcIHB%2FcnnXOLk1fzzKI5UWEc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49984E+18;1746192076;2025-05-02T13:21:16.000Z;293;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;5;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;kayaknya semua program Kampus Merdeka dihapus deh, beruntung aku sempat ikut Kampus Mengajar 🥺;6,82841E+18;beebotea;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1582d01158d203cbdda98a920daba2bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9996b78d&x-expires=1746770400&x-signature=p0j7nKtPSQNOx1m3ESRR7DXIExg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49982E+18;1746187919;2025-05-02T12:11:59.000Z;31;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;2;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;JUJUR SEDIH BGT PLIS;6,97542E+18;peanutttbearr;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5ea92a16e9ce3e1353cee1bd1b36555b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2716a11&x-expires=1746770400&x-signature=h0KWzTlFUhD5kXSFuSiigE7BIYY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49985E+18;1746195697;2025-05-02T14:21:37.000Z;54;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;5;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;ngincer dari sma eh baru juga semester 2 pmm udah di hapus 🙂;7,12464E+18;_peanutte.butteri;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f68b3e7f75765f3e329ce0fc08f5d3d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=30afddd9&x-expires=1746770400&x-signature=AtH99r%2B6ahP4PuBD5HRQG0bceRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49982E+18;1746188987;2025-05-02T12:29:47.000Z;20;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;0;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;yahhh putus sudah harapan 😭💔;6,83032E+18;capihijau;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/c180f9c894ce4156b87f16c8936190ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6983991a&x-expires=1746770400&x-signature=xDN7qDk4Ju7BQzNvgP6KpEzotXA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49982E+18;1746188057;2025-05-02T12:14:17.000Z;35;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;3;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;ya Allah udh nungguin pmm malah dihapus😭;6,78916E+18;_naatsss._;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7377690229578006534~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=90988784&x-expires=1746770400&x-signature=vHzPGRhghwmFljZms50S3Jf76o8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8;7,49999E+18;1746228516;2025-05-02T23:28:36.000Z;21;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;1;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;pdhl niat mau nyoba tahun ini😭;7,33395E+18;hijkamuu;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/901dbb988d533d8a7c95a7eda85a925a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3851a681&x-expires=1746770400&x-signature=2qlGNnPjq%2FlIaqnKTb1aOvibYXM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva;7,49983E+18;1746189600;2025-05-02T12:40:00.000Z;3;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;2;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;Thanks for all of memories pmm 3 UNY especially Gantari Wirasana💙🤍;69782443083;ichsanrahman10;https://www.tiktok.com/@moodieyes/video/7499724737812188424
https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bc5c734308fcfd70f1a7c16db4357eec~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bf6bdddd&x-expires=1746770400&x-signature=CFARRa%2BWWFqLRneqdXc%2BzNg2UBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva;7,49982E+18;1746188114;2025-05-02T12:15:14.000Z;1;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;FALSE;FALSE;;0;https://www.tiktok.com/@moodieyes/video/7499724737812188424?is_from_webapp=1&sender_device=pc&web_id=7501957537399457288;PMM 1 full online 🙂;6,86712E+18;nillalistyanii;https://www.tiktok.com/@moodieyes/video/7499724737812188424
