transaction_id,transaction_date,transaction_time,customer_id,customer_age,customer_gender,product_id,product_name,category,subcategory,price,quantity,discount,total_amount,payment_method,store_location,rating,is_returned,loyalty_member
TXN00064,2023-04-05,09:50:22,531ee087,19,Male,PROD1931,Future-proofed explicit architecture,Clothing,Shoes,74.38,3,0.0,223.14,Cash,"Booneshire, Wisconsin",,False,False
TXN00065,2024-12-07,09:50:22,b55920a9,42,Male,PROD2816,Monitored optimal database,Grocery,Bakery,57.12,1,0.0,57.12,Credit Card,"Castroberg, Nevada",,False,True
TXN00066,2024-06-21,09:50:22,f365509b,34,Male,PROD2212,Seamless global capacity,Books,Fiction,28.56,4,0.0,114.24,Cash,"Grahammouth, Alabama",4.1,False,True
TXN00067,2023-11-09,09:50:22,211e04b5,49,Male,PROD7432,Integrated value-added capability,Toys,Games,50.07,1,0.0,50.07,Cash,"Gutierrezborough, Florida",,False,False
TXN00068,2023-07-29,09:50:22,50874b41,24,Male,PROD2194,Balanced value-added orchestration,Home & Kitchen,Bedding,145.31,4,0.0,581.24,Credit Card,"East Hannah, Louisiana",4.7,False,False
TXN00069,2024-02-29,09:50:22,96cee74e,27,Female,PROD7411,Future-proofed background algorithm,Books,Fiction,17.1,4,0.21,54.04,Credit Card,"Port David, Florida",3.7,False,False
TXN00070,2022-08-28,09:50:22,6d96db54,42,Female,PROD2985,Profit-focused impactful leverage,Books,Educational,37.23,4,0.0,148.92,Credit Card,"Port Sara, Illinois",,False,False
TXN00071,2023-08-18,09:50:22,26e82bed,23,Female,PROD5750,Decentralized encompassing adapter,Sports,Team Sports,60.76,3,0.0,182.28,Credit Card,"West Robertshire, South Carolina",2.5,False,True
TXN00072,2022-07-10,09:50:22,4e6e83a0,49,Male,PROD8175,Organized radical matrices,Electronics,Headphones,492.83,2,0.0,985.66,E-Wallet,"North Amandabury, Utah",4.6,False,True
TXN00073,2024-02-11,09:50:22,af0dd915,49,Female,PROD1268,Centralized explicit pricing structure,Grocery,Snacks,61.29,5,0.0,306.45,E-Wallet,"Andreaview, Oregon",1.3,True,True
TXN00074,2024-08-04,09:50:22,41c0daf8,65,Male,PROD2180,Switchable methodical forecast,Electronics,Headphones,1.99,1,0.0,1.99,Bank Transfer,"North Ariana, Tennessee",,True,True
TXN00075,2023-11-05,09:50:22,05d429e6,37,Male,PROD8474,Team-oriented modular initiative,Electronics,Headphones,664.38,5,0.23,2557.86,Debit Card,"Sharpmouth, Mississippi",,False,False
TXN00076,2022-09-18,09:50:22,dbc82ac7,45,Female,PROD7586,Front-line transitional pricing structure,Clothing,Men,52.61,1,0.0,52.61,Bank Transfer,"Vargasside, Idaho",,False,False
TXN00077,2023-07-12,09:50:22,137a61a7,39,Male,PROD2978,Synchronized discrete protocol,Health,Wellness,24.02,2,0.0,48.04,Debit Card,"Seanberg, Connecticut",,False,False
TXN00078,2024-02-09,09:50:22,f72c8e22,68,Female,PROD3584,Fully-configurable scalable utilization,Home & Kitchen,Cookware,126.42,5,0.11,562.57,Bank Transfer,"New Michelle, Wyoming",,True,False
TXN00079,2023-07-15,09:50:22,f5d16c78,62,Female,PROD3079,Persevering didactic Graphic Interface,Electronics,Smartphones,102.49,2,0.0,204.98,Bank Transfer,"Ashleefurt, Indiana",4.5,False,False
TXN00080,2025-02-21,09:50:22,8c697d81,56,Male,PROD9190,Digitized intermediate product,Automotive,Car Care,25.61,4,0.0,102.44,Debit Card,"South Deniseburgh, Ohio",,False,True
TXN00081,2024-07-24,09:50:22,b5f2a73f,57,Female,PROD9842,Seamless bifurcated open architecture,Beauty,Haircare,37.14,4,0.11,132.22,Credit Card,"East Amandaberg, Iowa",,False,False
TXN00082,2024-11-30,09:50:22,ef957941,60,Male,PROD1885,Extended asymmetric support,Grocery,Canned Goods,59.56,1,0.25,44.67,E-Wallet,"Lake Scott, Wyoming",,False,True
TXN00083,2023-02-22,09:50:22,d82cf7ec,52,Male,PROD3589,Cloned intangible Local Area Network,Toys,Games,19.63,3,0.0,58.89,E-Wallet,"Victoriastad, Tennessee",,False,False
TXN00084,2023-10-30,09:50:22,5839e39e,30,Female,PROD4769,Realigned object-oriented open system,Clothing,Men,25.75,2,0.0,51.5,Bank Transfer,"Amandachester, Massachusetts",3.3,False,False
TXN00085,2023-02-15,09:50:22,ffe114b2,48,Female,PROD1890,Mandatory local artificial intelligence,Clothing,Women,34.95,4,0.0,139.8,E-Wallet,"Lisaborough, Idaho",,False,True
TXN00086,2023-09-23,09:50:22,e3d7c0d4,58,Female,PROD5418,Realigned stable architecture,Health,First Aid,48.31,2,0.0,96.62,Debit Card,"North Pamela, Hawaii",,False,True
TXN00087,2023-10-26,09:50:22,7812bd3e,32,Female,PROD3568,Cross-group 6thgeneration website,Health,Vitamins,36.58,3,0.26,81.21,E-Wallet,"South Davidview, Alabama",2.7,False,False
TXN00088,2024-09-29,09:50:22,3c26834c,31,Female,PROD8581,Face-to-face clear-thinking attitude,Health,Supplements,19.4,5,0.0,97.0,Debit Card,"South Jill, New Jersey",1.3,False,False
TXN00089,2024-07-31,09:50:22,e82ad955,54,Male,PROD7844,Organized transitional access,Grocery,Beverages,40.27,3,0.0,120.81,Debit Card,"North Jacobfurt, Florida",,False,True
TXN00090,2024-05-16,09:50:22,adb06a35,46,Female,PROD4940,Organic modular circuit,Books,Cookbooks,31.94,1,0.0,31.94,E-Wallet,"East Ericshire, Kansas",,False,False
TXN00091,2023-07-29,09:50:22,f4b988e9,19,Female,PROD5994,Implemented incremental application,Toys,Dolls,49.37,2,0.0,98.74,Debit Card,"North Rachelbury, Kansas",,False,False
TXN00092,2023-02-13,09:50:22,370703da,29,Female,PROD8607,Sharable zero-defect moderator,Health,Wellness,15.96,1,0.0,15.96,E-Wallet,"West Anthonyborough, Colorado",4.1,False,True
TXN00093,2025-03-14,09:50:22,b9adb0d4,62,Male,PROD2326,Versatile disintermediate service-desk,Clothing,Shoes,40.17,3,0.0,120.51,Cash,"West Robertchester, Alabama",2.7,False,False
TXN00094,2025-02-09,09:50:22,f251d651,57,Male,PROD6989,Horizontal analyzing paradigm,Electronics,Cameras,421.58,3,0.0,1264.74,Credit Card,"South Jordanfurt, Georgia",2.5,False,False
TXN00095,2022-11-08,09:50:22,6ab8d370,65,Male,PROD4693,Optimized modular artificial intelligence,Clothing,Accessories,6.09,2,0.13,10.6,Bank Transfer,"Lake Marissafurt, California",1.5,False,False
TXN00096,2022-08-10,09:50:22,84cc3e79,48,Female,PROD8405,Synergized cohesive encryption,Automotive,Car Care,35.92,3,0.14,92.67,E-Wallet,"New James, Texas",,False,False
TXN00097,2022-12-16,09:50:22,864b2d5e,24,Male,PROD5521,Profound bandwidth-monitored customer loyalty,Clothing,Women,57.83,4,0.15,196.62,Debit Card,"Port Lisamouth, Michigan",,False,True
TXN00098,2023-03-15,09:50:22,157c7408,48,Female,PROD7883,Triple-buffered needs-based hardware,Home & Kitchen,Appliances,120.36,5,0.0,601.8,Credit Card,"West Kenneth, Vermont",,False,False
TXN00099,2023-03-29,09:50:22,3b34ea02,55,Female,PROD6346,Synergized homogeneous complexity,Beauty,Makeup,25.31,1,0.25,18.98,Bank Transfer,"North Jeremyside, Louisiana",3.6,False,False
TXN00100,2024-09-16,09:50:22,8b0c328f,28,Female,PROD4715,Assimilated incremental portal,Automotive,Electronics,1.99,4,0.0,7.96,Bank Transfer,"Tracishire, Illinois",1.5,False,False
TXN00101,2022-09-13,09:50:22,f1b77c34,63,Female,PROD3986,Vision-oriented empowering project,Electronics,Laptops,415.87,3,0.0,1247.61,Debit Card,"Garciaborough, Pennsylvania",,False,False
TXN00102,2024-07-02,09:50:22,2526cbe5,41,Male,PROD4361,Reverse-engineered contextually-based projection,Home & Kitchen,Appliances,96.01,2,0.3,134.41,Bank Transfer,"North Erikaburgh, Nevada",1.5,False,True
TXN00103,2024-06-25,09:50:22,6f6f6d4e,25,Male,PROD7628,Optional regional process improvement,Sports,Team Sports,13.95,2,0.0,27.9,Bank Transfer,"Lake Elizabethton, Oregon",4.9,False,False
TXN00104,2024-12-19,09:50:22,7a007f89,48,Female,PROD3409,Customer-focused next generation strategy,Books,Children,26.77,2,0.23,41.23,Bank Transfer,"Gabriellaland, South Carolina",2.3,False,False
TXN00105,2025-04-23,09:50:22,cea37bbb,37,Male,PROD7580,Sharable multi-state service-desk,Books,Children,38.08,1,0.0,38.08,Credit Card,"Alexismouth, Oklahoma",,False,True
TXN00106,2023-10-02,09:50:22,0d51b702,30,Male,PROD2369,Advanced optimal conglomeration,Sports,Fitness,67.72,3,0.21,160.5,Bank Transfer,"Pamelashire, South Carolina",3.1,False,False
TXN00107,2022-05-29,09:50:22,abca60dd,60,Female,PROD7513,Future-proofed client-server synergy,Clothing,Accessories,55.24,4,0.13,192.24,Bank Transfer,"Hurstburgh, Colorado",,False,False
TXN00108,2022-12-26,09:50:22,ec1f54a2,31,Female,PROD7809,Re-contextualized solution-oriented matrix,Sports,Yoga,35.15,3,0.14,90.69,Cash,"Travismouth, New York",,False,True
TXN00109,2023-11-03,09:50:22,01dab80f,37,Female,PROD9606,Universal well-modulated flexibility,Toys,Educational,28.51,2,0.0,57.02,Bank Transfer,"South Colinport, Nevada",,False,True
TXN00110,2024-04-01,09:50:22,94cd7401,63,Male,PROD4264,Extended 4thgeneration function,Health,First Aid,1.99,1,0.21,1.57,Cash,"Gibsonberg, Colorado",2.7,False,False
TXN00111,2022-12-20,09:50:22,5e4270d5,49,Female,PROD4678,Centralized even-keeled complexity,Automotive,Car Care,29.47,1,0.0,29.47,Cash,"North Tina, Maryland",4.3,True,True
TXN00112,2023-12-28,09:50:22,92b734e0,62,Male,PROD1466,Assimilated asymmetric adapter,Beauty,Haircare,31.2,4,0.22,97.34,Cash,"Burnsfort, California",2.7,False,True
TXN00113,2024-10-12,09:50:22,b641e0af,58,Female,PROD2959,Digitized encompassing contingency,Clothing,Accessories,123.9,3,0.0,371.7,Bank Transfer,"Stephenland, South Dakota",2.7,False,False
TXN00114,2023-03-25,09:50:22,476c3ebb,40,Male,PROD1866,Vision-oriented national archive,Electronics,TVs,461.53,2,0.0,923.06,Debit Card,"Port Patrick, Tennessee",,False,False
TXN00115,2024-11-20,09:50:22,9e842b45,66,Male,PROD3738,Organic regional Graphical User Interface,Sports,Fitness,36.03,3,0.0,108.09,Credit Card,"West Adrian, Massachusetts",,False,False
TXN00116,2022-05-12,09:50:22,f7f2cad5,41,Female,PROD7750,Total explicit initiative,Beauty,Haircare,29.31,3,0.2,70.34,Debit Card,"Maryshire, Massachusetts",1.1,False,False
TXN00117,2023-10-27,09:50:22,f93da97d,44,Female,PROD2251,Innovative asynchronous matrix,Clothing,Women,14.94,2,0.0,29.88,Debit Card,"Taylorhaven, Kentucky",,False,True
TXN00118,2025-02-24,09:50:22,42955f55,56,Female,PROD3821,Re-engineered asynchronous groupware,Electronics,Headphones,728.56,3,0.0,2185.68,Cash,"Stevenfort, Arizona",1.6,False,True
TXN00119,2023-05-06,09:50:22,f09b57cd,26,Male,PROD3133,Face-to-face multi-state productivity,Clothing,Women,72.56,2,0.0,145.12,Debit Card,"New Richard, Virginia",3.8,False,False
TXN00120,2025-03-10,09:50:22,2d276753,20,Male,PROD8685,Balanced transitional matrix,Clothing,Men,73.73,1,0.0,73.73,E-Wallet,"Smithstad, Florida",,False,True
TXN00121,2022-12-09,09:50:22,ea86186d,55,Male,PROD4027,Vision-oriented 24hour installation,Clothing,Kids,22.72,1,0.0,22.72,Credit Card,"West Randy, Arizona",,False,True
TXN00122,2024-01-07,09:50:22,f8a68eee,50,Male,PROD2623,Multi-lateral zero-defect open system,Home & Kitchen,Cookware,218.2,5,0.0,1091.0,Debit Card,"Nancyport, Indiana",,False,False
TXN00123,2025-03-10,09:50:22,04748c9d,64,Male,PROD4506,Reduced multimedia archive,Automotive,Accessories,1.99,2,0.0,3.98,Debit Card,"Gabrielleside, Tennessee",,False,False
TXN00124,2023-06-17,09:50:22,9a29a08f,42,Female,PROD4510,Down-sized needs-based focus group,Books,Children,41.74,5,0.22,162.79,Credit Card,"West Joseph, Wyoming",1.7,False,False
TXN00125,2023-03-15,09:50:22,8baa1b61,23,Female,PROD9088,Intuitive background core,Sports,Fitness,73.81,4,0.08,271.62,Cash,"West Michaelport, Massachusetts",,False,True
TXN00126,2024-06-09,09:50:22,33fbb404,30,Male,PROD8793,Open-architected zero-defect success,Health,Medical,10.19,4,0.0,40.76,E-Wallet,"New Aprilton, Florida",2.2,False,False
TXN00127,2023-04-01,09:50:22,1aca25ce,25,Male,PROD7468,Seamless logistical solution,Electronics,Headphones,386.74,1,0.0,386.74,Bank Transfer,"Johnsonchester, North Carolina",,False,False
TXN00128,2025-04-26,09:50:22,328b1de6,25,Male,PROD7958,Innovative demand-driven focus group,Clothing,Women,52.99,1,0.0,52.99,Debit Card,"East Roy, Illinois",2.4,False,True
TXN00129,2022-05-07,09:50:22,1a5ff31d,49,Female,PROD3414,Multi-tiered bifurcated artificial intelligence,Health,Wellness,19.93,3,0.0,59.79,E-Wallet,"Stephensborough, Arizona",2.4,False,True
TXN00130,2024-02-28,09:50:22,cd34a6ff,22,Female,PROD1438,Face-to-face optimizing firmware,Beauty,Fragrances,1.99,4,0.0,7.96,Debit Card,"Kristinview, Maine",,False,False
TXN00131,2025-01-30,09:50:22,b01ffa31,68,Female,PROD4308,Devolved contextually-based encoding,Sports,Outdoor,31.37,3,0.0,94.11,Credit Card,"Angelabury, Alaska",4.0,False,False
TXN00132,2022-06-14,09:50:22,d75c79cb,45,Male,PROD7285,Quality-focused explicit moratorium,Automotive,Parts,8.75,5,0.0,43.75,Bank Transfer,"Port Adamland, Hawaii",,False,False
TXN00133,2022-12-21,09:50:22,bb5580f3,49,Female,PROD3203,Mandatory leadingedge parallelism,Books,Educational,39.47,1,0.19,31.97,Cash,"Kathleenborough, Texas",,False,False
TXN00134,2024-05-18,09:50:22,9e167aff,53,Male,PROD9301,Upgradable responsive productivity,Clothing,Accessories,22.42,4,0.0,89.68,Bank Transfer,"Lake Andrea, Utah",3.3,False,True
TXN00135,2024-01-25,09:50:22,d0731117,55,Male,PROD3100,Implemented 3rdgeneration solution,Health,First Aid,61.0,5,0.0,305.0,Cash,"Everettmouth, Oregon",,False,False
TXN00136,2023-09-08,09:50:22,ba77239f,44,Female,PROD1924,Total transitional policy,Health,Vitamins,14.33,3,0.0,42.99,E-Wallet,"Allenview, New Jersey",2.4,False,True
TXN00137,2022-09-01,09:50:22,79137374,39,Male,PROD1322,Decentralized multimedia support,Beauty,Tools,23.56,1,0.0,23.56,Credit Card,"Greenville, Arkansas",,False,True
TXN00138,2023-09-11,09:50:22,04a21ff7,55,Male,PROD6185,Integrated asymmetric contingency,Toys,Puzzles,46.27,5,0.0,231.35,Cash,"Garciaville, Idaho",1.1,False,False
